x,y,dx,dy
52,4,0,1
52,5,0,1
52,6,0,1
52,7,1,0
53,7,0,-1
53,6,1,0
54,6,0,1
54,7,1,0
55,7,0,-1
55,6,1,0
56,6,0,1
56,7,1,0
57,7,0,-1
57,6,1,0
58,6,0,1
58,7,1,0
59,7,0,-1
59,6,1,0
60,6,0,1
60,7,1,0
61,7,0,-1
61,6,1,0
62,6,1,0
63,6,1,0
64,6,1,0
65,6,1,0
66,6,1,0
67,6,1,0
68,6,1,0
69,6,1,0
70,6,1,0
71,6,1,0
72,6,0,1
72,7,-1,0
71,7,-1,0
70,7,-1,0
69,7,-1,0
68,7,-1,0
67,7,-1,0
66,7,-1,0
65,7,-1,0
64,7,-1,0
63,7,-1,0
62,7,0,1
62,8,-1,0
61,8,0,1
61,9,1,0
62,9,1,0
63,9,0,-1
63,8,1,0
64,8,0,1
64,9,0,1
64,10,1,0
65,10,1,0
66,10,1,0
67,10,0,-1
67,9,-1,0
66,9,-1,0
65,9,0,-1
65,8,1,0
66,8,1,0
67,8,1,0
68,8,1,0
69,8,1,0
70,8,1,0
71,8,1,0
72,8,0,1
72,9,-1,0
71,9,-1,0
70,9,-1,0
69,9,-1,0
68,9,0,1
68,10,1,0
69,10,1,0
70,10,1,0
71,10,1,0
72,10,1,0
73,10,1,0
74,10,0,-1
74,9,-1,0
73,9,0,-1
73,8,1,0
74,8,1,0
75,8,0,-1
75,7,-1,0
74,7,-1,0
73,7,0,-1
73,6,1,0
74,6,1,0
75,6,1,0
76,6,0,1
76,7,1,0
77,7,0,-1
77,6,1,0
78,6,1,0
79,6,1,0
80,6,1,0
81,6,1,0
82,6,1,0
83,6,1,0
84,6,1,0
85,6,1,0
86,6,1,0
87,6,1,0
88,6,0,1
88,7,1,0
89,7,0,-1
89,6,1,0
90,6,0,1
90,7,1,0
91,7,0,1
91,8,-1,0
90,8,-1,0
89,8,-1,0
88,8,-1,0
87,8,0,-1
87,7,-1,0
86,7,-1,0
85,7,-1,0
84,7,-1,0
83,7,-1,0
82,7,-1,0
81,7,-1,0
80,7,-1,0
79,7,-1,0
78,7,0,1
78,8,1,0
79,8,0,1
79,9,-1,0
78,9,-1,0
77,9,0,-1
77,8,-1,0
76,8,0,1
76,9,-1,0
75,9,0,1
75,10,1,0
76,10,1,0
77,10,1,0
78,10,1,0
79,10,1,0
80,10,0,-1
80,9,0,-1
80,8,1,0
81,8,0,1
81,9,0,1
81,10,1,0
82,10,1,0
83,10,1,0
84,10,0,-1
84,9,-1,0
83,9,-1,0
82,9,0,-1
82,8,1,0
83,8,1,0
84,8,1,0
85,8,1,0
86,8,0,1
86,9,-1,0
85,9,0,1
85,10,1,0
86,10,1,0
87,10,0,-1
87,9,1,0
88,9,0,1
88,10,1,0
89,10,0,-1
89,9,1,0
90,9,1,0
91,9,1,0
92,9,0,-1
92,8,1,0
93,8,0,1
93,9,1,0
94,9,0,-1
94,8,1,0
95,8,0,-1
95,7,1,0
96,7,0,1
96,8,1,0
97,8,0,1
97,9,1,0
98,9,0,-1
98,8,0,-1
98,7,-1,0
97,7,0,-1
97,6,1,0
98,6,0,-1
98,5,1,0
99,5,1,0
100,5,1,0
101,5,0,-1
101,4,-1,0
100,4,-1,0
99,4,0,-1
99,3,2,0
101,3,0,-1
101,2,0,-1
101,1,-1,-1
100,0,1,0
101,0,1,0
102,0,0,1
102,1,0,1
102,2,0,1
102,3,0,1
102,4,0,1
102,5,1,0
103,5,1,0
104,5,0,1
104,6,-1,0
103,6,-1,0
102,6,-1,0
101,6,-1,0
100,6,-1,0
99,6,0,1
99,7,1,0
100,7,1,0
101,7,1,0
102,7,1,0
103,7,1,0
104,7,0,1
104,8,1,0
105,8,0,1
105,9,0,1
105,10,1,0
106,10,1,0
107,10,1,0
108,10,1,0
109,10,1,0
110,10,0,-1
110,9,-1,0
109,9,0,-1
109,8,-1,0
108,8,0,1
108,9,-1,0
107,9,-1,0
106,9,0,-1
106,8,1,0
107,8,0,-1
107,7,-1,0
106,7,-1,0
105,7,0,-1
105,6,1,0
106,6,1,0
107,6,1,0
108,6,0,1
108,7,1,0
109,7,0,-1
109,6,1,0
110,6,0,1
110,7,0,1
110,8,1,0
111,8,1,0
112,8,0,1
112,9,-1,0
111,9,0,1
111,10,1,0
112,10,1,0
113,10,0,-1
113,9,0,-1
113,8,1,0
114,8,0,1
114,9,0,1
114,10,1,0
115,10,0,-1
115,9,0,-1
115,8,1,0
116,8,0,1
116,9,0,1
116,10,1,0
117,10,0,-1
117,9,0,-1
117,8,1,0
118,8,1,0
119,8,0,1
119,9,-1,0
118,9,0,1
118,10,1,0
119,10,1,0
120,10,0,-1
120,9,0,-1
120,8,1,0
121,8,1,0
122,8,1,0
123,8,1,0
124,8,1,0
125,8,0,1
125,9,-1,0
124,9,-1,0
123,9,-1,0
122,9,-1,0
121,9,0,1
121,10,1,0
122,10,1,0
123,10,1,0
124,10,1,0
125,10,1,0
126,10,0,-1
126,9,0,-1
126,8,0,-1
126,7,-1,0
125,7,-1,0
124,7,-1,0
123,7,-1,0
122,7,-1,0
121,7,-1,0
120,7,-1,0
119,7,-1,0
118,7,-1,0
117,7,-1,0
116,7,-1,0
115,7,-1,0
114,7,-1,0
113,7,-1,0
112,7,-1,0
111,7,0,-1
111,6,1,0
112,6,1,0
113,6,1,0
114,6,1,0
115,6,1,0
116,6,1,0
117,6,1,0
118,6,1,0
119,6,1,0
120,6,1,0
121,6,1,0
122,6,1,0
123,6,1,0
124,6,1,0
125,6,1,0
126,6,0,-1
126,5,-1,0
125,5,-1,0
124,5,-1,0
123,5,-1,0
122,5,-1,0
121,5,-1,0
120,5,-1,0
119,5,-1,0
118,5,-1,0
117,5,-1,0
116,5,-1,0
115,5,-1,0
114,5,-1,0
113,5,-1,0
112,5,-1,0
111,5,-1,0
110,5,-1,0
109,5,-1,0
108,5,-1,0
107,5,-1,0
106,5,-1,0
105,5,0,-1
105,4,1,0
106,4,1,0
107,4,1,0
108,4,1,0
109,4,1,0
110,4,1,0
111,4,1,0
112,4,1,0
113,4,0,-1
113,3,1,0
114,3,0,1
114,4,1,0
115,4,1,0
116,4,1,0
117,4,1,0
118,4,1,0
119,4,0,-1
119,3,1,0
120,3,0,1
120,4,1,0
121,4,1,0
122,4,1,0
123,4,1,0
124,4,1,0
125,4,1,0
126,4,0,-1
126,3,-1,0
125,3,0,-1
125,2,1,0
126,2,0,-1
126,1,-1,0
125,1,-1,0
124,1,-1,0
123,1,0,1
123,2,1,0
124,2,0,1
124,3,-1,0
123,3,-1,0
122,3,-1,0
121,3,0,-1
121,2,1,0
122,2,0,-1
122,1,-1,0
121,1,-1,0
120,1,0,1
120,2,-1,0
119,2,0,-1
119,1,-1,0
118,1,0,1
118,2,0,1
118,3,-1,0
117,3,-1,0
116,3,-1,0
115,3,0,-1
115,2,1,0
116,2,1,0
117,2,0,-1
117,1,-1,0
116,1,-1,0
115,1,-1,0
114,1,0,1
114,2,-1,0
113,2,0,-1
113,1,-1,0
112,1,-1,0
111,1,0,1
111,2,1,0
112,2,0,1
112,3,-1,0
111,3,-1,0
110,3,-1,0
109,3,-1,0
108,3,-1,0
107,3,-1,0
106,3,-1,0
105,3,-1,0
104,3,0,1
104,4,-1,0
103,4,0,-1
103,3,0,-1
103,2,0,-1
103,1,0,-1
103,0,1,0
104,0,1,0
105,0,0,1
105,1,1,-1
106,0,0,1
106,1,-2,0
104,1,0,1
104,2,1,0
105,2,1,0
106,2,1,0
107,2,1,0
108,2,1,0
109,2,1,0
110,2,0,-1
110,1,-1,0
109,1,-1,0
108,1,-1,0
107,1,0,-1
107,0,1,0
108,0,1,0
109,0,1,0
110,0,1,0
111,0,1,0
112,0,1,0
113,0,1,0
114,0,1,0
115,0,1,0
116,0,1,0
117,0,1,0
118,0,1,0
119,0,1,0
120,0,1,0
121,0,1,0
122,0,1,0
123,0,1,0
124,0,1,0
125,0,1,0
126,0,1,0
127,0,0,1
127,1,0,1
127,2,0,1
127,3,0,1
127,4,0,1
127,5,0,1
127,6,0,1
127,7,0,1
127,8,0,1
127,9,0,1
127,10,0,1
127,11,0,1
127,12,0,1
127,13,0,1
127,14,0,1
127,15,0,1
127,16,0,1
127,17,0,1
127,18,0,1
127,19,0,1
127,20,0,1
127,21,0,1
127,22,0,1
127,23,0,1
127,24,0,1
127,25,0,1
127,26,0,1
127,27,0,1
127,28,0,1
127,29,0,1
127,30,0,1
127,31,0,1
127,32,0,1
127,33,0,1
127,34,0,1
127,35,0,1
127,36,0,1
127,37,0,1
127,38,0,1
127,39,0,1
127,40,0,1
127,41,0,1
127,42,0,1
127,43,0,1
127,44,0,1
127,45,0,1
127,46,0,1
127,47,0,1
127,48,0,1
127,49,0,1
127,50,0,1
127,51,0,1
127,52,0,1
127,53,0,1
127,54,0,1
127,55,0,1
127,56,0,1
127,57,0,1
127,58,0,1
127,59,0,1
127,60,0,1
127,61,0,1
127,62,0,1
127,63,0,1
127,64,0,1
127,65,0,1
127,66,0,1
127,67,0,1
127,68,0,1
127,69,0,1
127,70,0,1
127,71,0,1
127,72,0,1
127,73,0,1
127,74,0,1
127,75,0,1
127,76,0,1
127,77,0,1
127,78,0,1
127,79,0,1
127,80,0,1
127,81,0,1
127,82,0,1
127,83,0,1
127,84,0,1
127,85,0,1
127,86,0,1
127,87,0,1
127,88,0,1
127,89,0,1
127,90,0,1
127,91,0,1
127,92,0,1
127,93,0,1
127,94,0,1
127,95,0,1
127,96,0,1
127,97,0,1
127,98,0,1
127,99,0,1
127,100,0,1
127,101,0,1
127,102,0,1
127,103,0,1
127,104,0,1
127,105,0,1
127,106,0,1
127,107,0,1
127,108,0,1
127,109,0,1
127,110,0,1
127,111,0,1
127,112,0,1
127,113,0,1
127,114,0,1
127,115,0,1
127,116,0,1
127,117,0,1
127,118,0,1
127,119,0,1
127,120,0,1
127,121,0,1
127,122,0,1
127,123,0,1
127,124,0,1
127,125,0,1
127,126,0,1
127,127,-1,0
126,127,-1,0
125,127,-1,0
124,127,-1,0
123,127,-1,0
122,127,-1,0
121,127,-1,0
120,127,-1,0
119,127,-1,0
118,127,-1,0
117,127,-1,0
116,127,-1,0
115,127,-1,0
114,127,-1,0
113,127,-1,0
112,127,-1,0
111,127,-1,0
110,127,-1,0
109,127,-1,0
108,127,-1,0
107,127,-1,0
106,127,-1,0
105,127,-1,0
104,127,-1,0
103,127,-1,0
102,127,-1,0
101,127,-1,0
100,127,-1,0
99,127,-1,0
98,127,-1,0
97,127,-1,0
96,127,-1,0
95,127,-1,0
94,127,-1,0
93,127,-1,0
92,127,-1,0
91,127,-1,0
90,127,-1,0
89,127,-1,0
88,127,-1,0
87,127,-1,0
86,127,-1,0
85,127,-1,0
84,127,-1,0
83,127,-1,0
82,127,-1,0
81,127,-1,0
80,127,-1,0
79,127,-1,0
78,127,-1,0
77,127,-1,0
76,127,-1,0
75,127,-1,0
74,127,-1,0
73,127,-1,0
72,127,-1,0
71,127,-1,0
70,127,-1,0
69,127,-1,0
68,127,-1,0
67,127,-1,0
66,127,-1,0
65,127,-1,0
64,127,-1,0
63,127,-1,0
62,127,-1,0
61,127,-1,0
60,127,-1,0
59,127,-1,0
58,127,-1,0
57,127,-1,0
56,127,-1,0
55,127,-1,0
54,127,-1,0
53,127,-1,0
52,127,-1,0
51,127,-1,0
50,127,-1,0
49,127,-1,0
48,127,-1,0
47,127,-1,0
46,127,-1,0
45,127,-1,0
44,127,-1,0
43,127,-1,0
42,127,-1,0
41,127,-1,0
40,127,-1,0
39,127,-1,0
38,127,-1,0
37,127,-1,0
36,127,-1,0
35,127,-1,0
34,127,-1,0
33,127,-1,0
32,127,-1,0
31,127,-1,0
30,127,-1,0
29,127,-1,0
28,127,-1,0
27,127,-1,0
26,127,-1,0
25,127,-1,0
24,127,-1,0
23,127,-1,0
22,127,-1,0
21,127,-1,0
20,127,-1,0
19,127,-1,0
18,127,-1,0
17,127,-1,0
16,127,-1,0
15,127,-1,0
14,127,-1,0
13,127,-1,0
12,127,-1,0
11,127,-1,0
10,127,-1,0
9,127,-1,0
8,127,-1,0
7,127,-1,0
6,127,-1,0
5,127,-1,0
4,127,-1,0
3,127,-1,0
2,127,-1,0
1,127,-1,0
0,127,0,1
0,128,1,0
1,128,1,0
2,128,1,0
3,128,1,0
4,128,1,0
5,128,1,0
6,128,1,0
7,128,1,0
8,128,1,0
9,128,1,0
10,128,1,0
11,128,1,0
12,128,1,0
13,128,1,0
14,128,1,0
15,128,1,0
16,128,1,0
17,128,1,0
18,128,1,0
19,128,1,0
20,128,1,0
21,128,1,0
22,128,1,0
23,128,1,0
24,128,1,0
25,128,1,0
26,128,1,0
27,128,1,0
28,128,1,0
29,128,1,0
30,128,1,0
31,128,1,0
32,128,1,0
33,128,1,0
34,128,1,0
35,128,1,0
36,128,1,0
37,128,1,0
38,128,1,0
39,128,1,0
40,128,1,0
41,128,1,0
42,128,1,0
43,128,1,0
44,128,1,0
45,128,1,0
46,128,1,0
47,128,1,0
48,128,1,0
49,128,1,0
50,128,1,0
51,128,1,0
52,128,1,0
53,128,1,0
54,128,1,0
55,128,1,0
56,128,1,0
57,128,1,0
58,128,1,0
59,128,1,0
60,128,1,0
61,128,1,0
62,128,1,0
63,128,1,0
64,128,1,0
65,128,1,0
66,128,1,0
67,128,1,0
68,128,1,0
69,128,1,0
70,128,1,0
71,128,1,0
72,128,1,0
73,128,1,0
74,128,1,0
75,128,1,0
76,128,1,0
77,128,1,0
78,128,1,0
79,128,1,0
80,128,1,0
81,128,1,0
82,128,1,0
83,128,1,0
84,128,1,0
85,128,1,0
86,128,1,0
87,128,1,0
88,128,1,0
89,128,1,0
90,128,1,0
91,128,1,0
92,128,1,0
93,128,1,0
94,128,1,0
95,128,1,0
96,128,1,0
97,128,1,0
98,128,1,0
99,128,1,0
100,128,1,0
101,128,1,0
102,128,1,0
103,128,1,0
104,128,1,0
105,128,1,0
106,128,1,0
107,128,1,0
108,128,1,0
109,128,1,0
110,128,1,0
111,128,1,0
112,128,1,0
113,128,1,0
114,128,1,0
115,128,1,0
116,128,1,0
117,128,1,0
118,128,1,0
119,128,1,0
120,128,1,0
121,128,1,0
122,128,1,0
123,128,1,0
124,128,1,0
125,128,1,0
126,128,1,0
127,128,1,0
128,128,0,-1
128,127,0,-1
128,126,0,-1
128,125,0,-1
128,124,0,-1
128,123,0,-1
128,122,0,-1
128,121,0,-1
128,120,0,-1
128,119,0,-1
128,118,0,-1
128,117,0,-1
128,116,0,-1
128,115,0,-1
128,114,0,-1
128,113,0,-1
128,112,0,-1
128,111,0,-1
128,110,0,-1
128,109,0,-1
128,108,0,-1
128,107,0,-1
128,106,0,-1
128,105,0,-1
128,104,0,-1
128,103,0,-1
128,102,0,-1
128,101,0,-1
128,100,0,-1
128,99,0,-1
128,98,0,-1
128,97,0,-1
128,96,0,-1
128,95,0,-1
128,94,0,-1
128,93,0,-1
128,92,0,-1
128,91,0,-1
128,90,0,-1
128,89,0,-1
128,88,0,-1
128,87,0,-1
128,86,0,-1
128,85,0,-1
128,84,0,-1
128,83,0,-1
128,82,0,-1
128,81,0,-1
128,80,0,-1
128,79,0,-1
128,78,0,-1
128,77,0,-1
128,76,0,-1
128,75,0,-1
128,74,0,-1
128,73,0,-1
128,72,0,-1
128,71,0,-1
128,70,0,-1
128,69,0,-1
128,68,0,-1
128,67,0,-1
128,66,0,-1
128,65,0,-1
128,64,0,-1
128,63,0,-1
128,62,0,-1
128,61,0,-1
128,60,0,-1
128,59,0,-1
128,58,0,-1
128,57,0,-1
128,56,0,-1
128,55,0,-1
128,54,0,-1
128,53,0,-1
128,52,0,-1
128,51,0,-1
128,50,0,-1
128,49,0,-1
128,48,0,-1
128,47,0,-1
128,46,0,-1
128,45,0,-1
128,44,0,-1
128,43,0,-1
128,42,0,-1
128,41,0,-1
128,40,0,-1
128,39,0,-1
128,38,0,-1
128,37,0,-1
128,36,0,-1
128,35,0,-1
128,34,0,-1
128,33,0,-1
128,32,0,-1
128,31,0,-1
128,30,0,-1
128,29,0,-1
128,28,0,-1
128,27,0,-1
128,26,0,-1
128,25,0,-1
128,24,0,-1
128,23,0,-1
128,22,0,-1
128,21,0,-1
128,20,0,-1
128,19,0,-1
128,18,0,-1
128,17,0,-1
128,16,0,-1
128,15,0,-1
128,14,0,-1
128,13,0,-1
128,12,0,-1
128,11,0,-1
128,10,0,-1
128,9,0,-1
128,8,0,-1
128,7,0,-1
128,6,0,-1
128,5,0,-1
128,4,0,-1
128,3,0,-1
128,2,0,-1
128,1,0,-1
128,0,0,-1
128,-1,0,-1
128,-2,0,-1
128,-3,0,-1
128,-4,0,-1
128,-5,0,-1
128,-6,0,-1
128,-7,0,-1
128,-8,0,-1
128,-9,0,-1
128,-10,0,-1
128,-11,0,-1
128,-12,0,-1
128,-13,0,-1
128,-14,0,-1
128,-15,0,-1
128,-16,0,-1
128,-17,0,-1
128,-18,0,-1
128,-19,0,-1
128,-20,0,-1
128,-21,0,-1
128,-22,0,-1
128,-23,0,-1
128,-24,0,-1
128,-25,0,-1
128,-26,0,-1
128,-27,0,-1
128,-28,0,-1
128,-29,0,-1
128,-30,0,-1
128,-31,0,-1
128,-32,0,-1
128,-33,0,-1
128,-34,0,-1
128,-35,0,-1
128,-36,0,-1
128,-37,0,-1
128,-38,0,-1
128,-39,0,-1
128,-40,0,-1
128,-41,0,-1
128,-42,0,-1
128,-43,0,-1
128,-44,0,-1
128,-45,0,-1
128,-46,0,-1
128,-47,0,-1
128,-48,0,-1
128,-49,0,-1
128,-50,0,-1
128,-51,0,-1
128,-52,0,-1
128,-53,0,-1
128,-54,0,-1
128,-55,0,-1
128,-56,0,-1
128,-57,0,-1
128,-58,0,-1
128,-59,0,-1
128,-60,0,-1
128,-61,0,-1
128,-62,0,-1
128,-63,0,-1
128,-64,0,-1
128,-65,0,-1
128,-66,0,-1
128,-67,0,-1
128,-68,0,-1
128,-69,0,-1
128,-70,0,-1
128,-71,0,-1
128,-72,0,-1
128,-73,0,-1
128,-74,0,-1
128,-75,0,-1
128,-76,0,-1
128,-77,0,-1
128,-78,0,-1
128,-79,0,-1
128,-80,0,-1
128,-81,0,-1
128,-82,0,-1
128,-83,0,-1
128,-84,0,-1
128,-85,0,-1
128,-86,0,-1
128,-87,0,-1
128,-88,0,-1
128,-89,0,-1
128,-90,0,-1
128,-91,0,-1
128,-92,0,-1
128,-93,0,-1
128,-94,0,-1
128,-95,0,-1
128,-96,0,-1
128,-97,0,-1
128,-98,0,-1
128,-99,0,-1
128,-100,0,-1
128,-101,0,-1
128,-102,0,-1
128,-103,0,-1
128,-104,0,-1
128,-105,0,-1
128,-106,0,-1
128,-107,0,-1
128,-108,0,-1
128,-109,0,-1
128,-110,0,-1
128,-111,0,-1
128,-112,0,-1
128,-113,0,-1
128,-114,0,-1
128,-115,0,-1
128,-116,0,-1
128,-117,0,-1
128,-118,0,-1
128,-119,0,-1
128,-120,0,-1
128,-121,0,-1
128,-122,0,-1
128,-123,0,-1
128,-124,0,-1
128,-125,0,-1
128,-126,0,-1
128,-127,0,-1
128,-128,-1,0
127,-128,-1,0
126,-128,-1,0
125,-128,-1,0
124,-128,-1,0
123,-128,-1,0
122,-128,-1,0
121,-128,-1,0
120,-128,-1,0
119,-128,-1,0
118,-128,-1,0
117,-128,-1,0
116,-128,-1,0
115,-128,-1,0
114,-128,-1,0
113,-128,-1,0
112,-128,-1,0
111,-128,-1,0
110,-128,-1,0
109,-128,-1,0
108,-128,-1,0
107,-128,-1,0
106,-128,-1,0
105,-128,-1,0
104,-128,-1,0
103,-128,-1,0
102,-128,-1,0
101,-128,-1,0
100,-128,-1,0
99,-128,-1,0
98,-128,-1,0
97,-128,-1,0
96,-128,-1,0
95,-128,-1,0
94,-128,-1,0
93,-128,-1,0
92,-128,-1,0
91,-128,-1,0
90,-128,-1,0
89,-128,-1,0
88,-128,-1,0
87,-128,-1,0
86,-128,-1,0
85,-128,-1,0
84,-128,-1,0
83,-128,-1,0
82,-128,-1,0
81,-128,-1,0
80,-128,-1,0
79,-128,-1,0
78,-128,-1,0
77,-128,-1,0
76,-128,-1,0
75,-128,-1,0
74,-128,-1,0
73,-128,-1,0
72,-128,-1,0
71,-128,-1,0
70,-128,-1,0
69,-128,-1,0
68,-128,-1,0
67,-128,-1,0
66,-128,-1,0
65,-128,-1,0
64,-128,-1,0
63,-128,-1,0
62,-128,-1,0
61,-128,-1,0
60,-128,-1,0
59,-128,-1,0
58,-128,-1,0
57,-128,-1,0
56,-128,-1,0
55,-128,-1,0
54,-128,-1,0
53,-128,-1,0
52,-128,-1,0
51,-128,-1,0
50,-128,-1,0
49,-128,-1,0
48,-128,-1,0
47,-128,-1,0
46,-128,-1,0
45,-128,-1,0
44,-128,-1,0
43,-128,-1,0
42,-128,-1,0
41,-128,-1,0
40,-128,-1,0
39,-128,-1,0
38,-128,-1,0
37,-128,-1,0
36,-128,-1,0
35,-128,-1,0
34,-128,-1,0
33,-128,-1,0
32,-128,-1,0
31,-128,-1,0
30,-128,-1,0
29,-128,-1,0
28,-128,-1,0
27,-128,-1,0
26,-128,-1,0
25,-128,-1,0
24,-128,-1,0
23,-128,-1,0
22,-128,-1,0
21,-128,-1,0
20,-128,-1,0
19,-128,-1,0
18,-128,0,1
18,-127,1,0
19,-127,1,0
20,-127,1,0
21,-127,1,0
22,-127,1,0
23,-127,1,0
24,-127,1,0
25,-127,1,0
26,-127,1,0
27,-127,1,0
28,-127,1,0
29,-127,1,0
30,-127,0,1
30,-126,1,0
31,-126,0,-1
31,-127,1,0
32,-127,1,0
33,-127,0,1
33,-126,-1,0
32,-126,0,1
32,-125,-1,0
31,-125,-1,0
30,-125,-1,0
29,-125,0,-1
29,-126,-1,0
28,-126,-1,0
27,-126,-1,0
26,-126,-1,0
25,-126,-1,0
24,-126,0,1
24,-125,-1,0
23,-125,0,-1
23,-126,-1,0
22,-126,0,1
22,-125,0,1
22,-124,1,0
23,-124,1,0
24,-124,1,0
25,-124,0,-1
25,-125,1,0
26,-125,0,1
26,-124,1,0
27,-124,0,-1
27,-125,1,0
28,-125,0,1
28,-124,0,1
28,-123,1,0
29,-123,0,-1
29,-124,1,0
30,-124,1,0
31,-124,1,0
32,-124,0,1
32,-123,1,0
33,-123,1,0
34,-123,0,1
34,-122,-1,0
33,-122,-1,0
32,-122,-1,0
31,-122,0,-1
31,-123,-1,0
30,-123,0,1
30,-122,-1,0
29,-122,-1,0
28,-122,0,1
28,-121,0,1
28,-120,1,0
29,-120,0,-1
29,-121,1,0
30,-121,1,0
31,-121,0,1
31,-120,-1,0
30,-120,0,1
30,-119,1,0
31,-119,1,0
32,-119,0,-1
32,-120,0,-1
32,-121,1,0
33,-121,0,1
33,-120,0,1
33,-119,0,1
33,-118,-1,0
32,-118,-1,0
31,-118,0,1
31,-117,1,0
32,-117,1,0
33,-117,1,0
34,-117,0,-1
34,-118,0,-1
34,-119,1,0
35,-119,0,1
35,-118,1,0
36,-118,0,-1
36,-119,1,0
37,-119,0,-1
37,-120,1,0
38,-120,1,0
39,-120,0,-1
39,-121,-1,0
38,-121,-1,0
37,-121,-1,0
36,-121,0,1
36,-120,-1,0
35,-120,-1,0
34,-120,0,-1
34,-121,1,0
35,-121,0,-1
35,-122,1,0
36,-122,0,-1
36,-123,-1,0
35,-123,0,-1
35,-124,-1,0
34,-124,-1,0
33,-124,0,-1
33,-125,1,0
34,-125,1,0
35,-125,0,-1
35,-126,-1,0
34,-126,0,-1
34,-127,1,0
35,-127,1,0
36,-127,0,1
36,-126,1,0
37,-126,0,-1
37,-127,1,0
38,-127,1,0
39,-127,1,0
40,-127,1,0
41,-127,1,0
42,-127,1,0
43,-127,1,0
44,-127,1,0
45,-127,1,0
46,-127,0,1
46,-126,1,0
47,-126,0,-1
47,-127,1,0
48,-127,1,0
49,-127,0,1
49,-126,-1,0
48,-126,0,1
48,-125,-1,0
47,-125,-1,0
46,-125,-1,0
45,-125,0,-1
45,-126,-1,0
44,-126,0,1
44,-125,-1,0
43,-125,0,-1
43,-126,-1,0
42,-126,0,1
42,-125,-1,0
41,-125,0,-1
41,-126,-1,0
40,-126,0,1
40,-125,-1,0
39,-125,0,-1
39,-126,-1,0
38,-126,0,1
38,-125,-1,0
37,-125,-1,0
36,-125,0,1
36,-124,1,0
37,-124,1,0
38,-124,1,0
39,-124,1,0
40,-124,0,1
40,-123,-1,0
39,-123,-1,0
38,-123,-1,0
37,-123,0,1
37,-122,1,0
38,-122,1,0
39,-122,1,0
40,-122,1,0
41,-122,1,0
42,-122,1,0
43,-122,1,0
44,-122,1,0
45,-122,1,0
46,-122,1,0
47,-122,0,-1
47,-123,-1,0
46,-123,-1,0
45,-123,-1,0
44,-123,-1,0
43,-123,-1,0
42,-123,-1,0
41,-123,0,-1
41,-124,1,0
42,-124,1,0
43,-124,1,0
44,-124,1,0
45,-124,1,0
46,-124,1,0
47,-124,1,0
48,-124,0,1
48,-123,0,1
48,-122,1,0
49,-122,0,-1
49,-123,1,0
50,-123,0,1
50,-122,1,0
51,-122,1,0
52,-122,1,0
53,-122,0,-1
53,-123,-1,0
52,-123,-1,0
51,-123,0,-1
51,-124,-1,0
50,-124,-1,0
49,-124,0,-1
49,-125,1,0
50,-125,1,0
51,-125,0,-1
51,-126,-1,0
50,-126,0,-1
50,-127,1,0
51,-127,1,0
52,-127,0,1
52,-126,1,0
53,-126,0,-1
53,-127,1,0
54,-127,1,0
55,-127,1,0
56,-127,1,0
57,-127,1,0
58,-127,1,0
59,-127,1,0
60,-127,1,0
61,-127,1,0
62,-127,1,0
63,-127,1,0
64,-127,1,0
65,-127,0,1
65,-126,-1,0
64,-126,-1,0
63,-126,-1,0
62,-126,-1,0
61,-126,-1,0
60,-126,-1,0
59,-126,-1,0
58,-126,0,1
58,-125,-1,0
57,-125,0,-1
57,-126,-1,0
56,-126,-1,0
55,-126,-1,0
54,-126,0,1
54,-125,-1,0
53,-125,-1,0
52,-125,0,1
52,-124,1,0
53,-124,1,0
54,-124,0,1
54,-123,1,0
55,-123,0,-1
55,-124,0,-1
55,-125,1,0
56,-125,0,1
56,-124,1,0
57,-124,1,0
58,-124,1,0
59,-124,0,-1
59,-125,1,0
60,-125,1,0
61,-125,0,1
61,-124,-1,0
60,-124,0,1
60,-123,1,0
61,-123,1,0
62,-123,0,1
62,-122,1,0
63,-122,0,-1
63,-123,1,0
64,-123,0,1
64,-122,1,0
65,-122,0,-1
65,-123,1,0
66,-123,0,1
66,-122,1,0
67,-122,1,0
68,-122,1,0
69,-122,1,0
70,-122,1,0
71,-122,1,0
72,-122,0,-1
72,-123,-1,0
71,-123,-1,0
70,-123,-1,0
69,-123,-1,0
68,-123,-1,0
67,-123,0,-1
67,-124,-1,0
66,-124,-1,0
65,-124,-1,0
64,-124,-1,0
63,-124,-1,0
62,-124,0,-1
62,-125,1,0
63,-125,1,0
64,-125,1,0
65,-125,1,0
66,-125,1,0
67,-125,0,-1
67,-126,-1,0
66,-126,0,-1
66,-127,1,0
67,-127,1,0
68,-127,0,1
68,-126,1,0
69,-126,0,-1
69,-127,1,0
70,-127,1,0
71,-127,1,0
72,-127,1,0
73,-127,1,0
74,-127,1,0
75,-127,1,0
76,-127,1,0
77,-127,1,0
78,-127,1,0
79,-127,1,0
80,-127,1,0
81,-127,1,0
82,-127,1,0
83,-127,1,0
84,-127,0,1
84,-126,-1,0
83,-126,-1,0
82,-126,-1,0
81,-126,-1,0
80,-126,-1,0
79,-126,-1,0
78,-126,-1,0
77,-126,-1,0
76,-126,0,1
76,-125,1,0
77,-125,0,1
77,-124,-1,0
76,-124,-1,0
75,-124,0,-1
75,-125,0,-1
75,-126,-1,0
74,-126,-1,0
73,-126,-1,0
72,-126,0,1
72,-125,-1,0
